"P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=0,d1=1,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=0,d2=1,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=0,d3=1,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=0,d4=1) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=0) Y","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) X","P_inst (d0=1,d1=1,d2=1,d3=1,d4=1) Y"
1.067373373131558e-10,-2.244265121410736e-05,1.067373373131558e-10,-2.244265121410736e-05,1.067373373131557e-10,-2.244265121092615e-05,1.067373373131557e-10,-2.244265121092615e-05,1.067373373131557e-10,-2.244265121251541e-05,1.067373373131557e-10,-2.244265121251541e-05,1.067373373131558e-10,-2.244265120933391e-05,1.067373373131558e-10,-2.244265120933391e-05,1.067373373131557e-10,-2.24426512133116e-05,1.067373373131557e-10,-2.24426512133116e-05,1.067373373131558e-10,-2.244265121013054e-05,1.067373373131558e-10,-2.244265121013054e-05,1.067373373131557e-10,-2.244265121172149e-05,1.067373373131557e-10,-2.244265121172149e-05,1.067373373131558e-10,-2.2442651208538e-05,1.067373373131558e-10,-2.2442651208538e-05,1.067373373131557e-10,-2.244265121370932e-05,1.067373373131557e-10,-2.244265121370932e-05,1.067373373131557e-10,-2.244265121052766e-05,1.067373373131557e-10,-2.244265121052766e-05,1.067373373131557e-10,-2.244265121211941e-05,1.067373373131557e-10,-2.244265121211941e-05,1.067373373131558e-10,-2.244265120893557e-05,1.067373373131558e-10,-2.244265120893557e-05,1.067373373131557e-10,-2.244265121291506e-05,1.067373373131557e-10,-2.244265121291506e-05,1.067373373131558e-10,-2.244265120973178e-05,1.067373373131558e-10,-2.244265120973178e-05,1.067373373131557e-10,-2.244265121132323e-05,1.067373373131557e-10,-2.244265121132323e-05,1.067373373131557e-10,-2.244265120814128e-05,1.067373373131557e-10,-2.244265120814128e-05
1.111089417729193e-10,-2.45921280258025e-05,1.111089417729193e-10,-2.45921280258025e-05,1.111089417729193e-10,-2.459212802280335e-05,1.111089417729193e-10,-2.459212802280335e-05,1.111089417729192e-10,-2.459212802430284e-05,1.111089417729192e-10,-2.459212802430284e-05,1.111089417729192e-10,-2.459212802130453e-05,1.111089417729192e-10,-2.459212802130453e-05,1.111089417729192e-10,-2.459212802505199e-05,1.111089417729192e-10,-2.459212802505199e-05,1.111089417729192e-10,-2.459212802205235e-05,1.111089417729192e-10,-2.459212802205235e-05,1.111089417729192e-10,-2.459212802355178e-05,1.111089417729192e-10,-2.459212802355178e-05,1.111089417729192e-10,-2.459212802055641e-05,1.111089417729192e-10,-2.459212802055641e-05,1.111089417729192e-10,-2.459212802542758e-05,1.111089417729192e-10,-2.459212802542758e-05,1.111089417729192e-10,-2.459212802242876e-05,1.111089417729192e-10,-2.459212802242876e-05,1.111089417729192e-10,-2.459212802392628e-05,1.111089417729192e-10,-2.459212802392628e-05,1.111089417729192e-10,-2.459212802093063e-05,1.111089417729192e-10,-2.459212802093063e-05,1.111089417729192e-10,-2.459212802467621e-05,1.111089417729192e-10,-2.459212802467621e-05,1.111089417729192e-10,-2.45921280216796e-05,1.111089417729192e-10,-2.45921280216796e-05,1.111089417729193e-10,-2.459212802317863e-05,1.111089417729193e-10,-2.459212802317863e-05,1.111089417729193e-10,-2.459212802017969e-05,1.111089417729193e-10,-2.459212802017969e-05
1.146551188603189e-10,-2.620696680300658e-05,1.146551188603189e-10,-2.620696680300658e-05,1.146551188603191e-10,-2.620696680026435e-05,1.146551188603191e-10,-2.620696680026435e-05,1.146551188603189e-10,-2.620696680163656e-05,1.146551188603189e-10,-2.620696680163656e-05,1.146551188603189e-10,-2.620696679889478e-05,1.146551188603189e-10,-2.620696679889478e-05,1.146551188603189e-10,-2.620696680232224e-05,1.146551188603189e-10,-2.620696680232224e-05,1.146551188603191e-10,-2.62069667995811e-05,1.146551188603191e-10,-2.62069667995811e-05,1.146551188603187e-10,-2.620696680095085e-05,1.146551188603187e-10,-2.620696680095085e-05,1.146551188603188e-10,-2.620696679820732e-05,1.146551188603188e-10,-2.620696679820732e-05,1.146551188603186e-10,-2.620696680266384e-05,1.146551188603186e-10,-2.620696680266384e-05,1.146551188603185e-10,-2.620696679992265e-05,1.146551188603185e-10,-2.620696679992265e-05,1.146551188603187e-10,-2.620696680129426e-05,1.146551188603187e-10,-2.620696680129426e-05,1.146551188603186e-10,-2.620696679855073e-05,1.146551188603186e-10,-2.620696679855073e-05,1.146551188603188e-10,-2.620696680197942e-05,1.146551188603188e-10,-2.620696680197942e-05,1.146551188603191e-10,-2.620696679923607e-05,1.146551188603191e-10,-2.620696679923607e-05,1.14655118860319e-10,-2.620696680060787e-05,1.14655118860319e-10,-2.620696680060787e-05,1.146551188603191e-10,-2.620696679786674e-05,1.146551188603191e-10,-2.620696679786674e-05
1.185811545031788e-10,-2.814586750726744e-05,1.185811545031788e-10,-2.814586750726744e-05,1.18581154503179e-10,-2.814586750463606e-05,1.18581154503179e-10,-2.814586750463606e-05,1.185811545031785e-10,-2.814586750595132e-05,1.185811545031785e-10,-2.814586750595132e-05,1.185811545031787e-10,-2.814586750331847e-05,1.185811545031787e-10,-2.814586750331847e-05,1.185811545031785e-10,-2.814586750660791e-05,1.185811545031785e-10,-2.814586750660791e-05,1.185811545031789e-10,-2.814586750397601e-05,1.185811545031789e-10,-2.814586750397601e-05,1.185811545031783e-10,-2.81458675052928e-05,1.185811545031783e-10,-2.81458675052928e-05,1.185811545031786e-10,-2.814586750266303e-05,1.185811545031786e-10,-2.814586750266303e-05,1.185811545031783e-10,-2.814586750693759e-05,1.185811545031783e-10,-2.814586750693759e-05,1.185811545031781e-10,-2.814586750430563e-05,1.185811545031781e-10,-2.814586750430563e-05,1.185811545031784e-10,-2.814586750562125e-05,1.185811545031784e-10,-2.814586750562125e-05,1.185811545031784e-10,-2.814586750299053e-05,1.185811545031784e-10,-2.814586750299053e-05,1.185811545031784e-10,-2.814586750627938e-05,1.185811545031784e-10,-2.814586750627938e-05,1.185811545031789e-10,-2.814586750365048e-05,1.185811545031789e-10,-2.814586750365048e-05,1.185811545031789e-10,-2.814586750496417e-05,1.185811545031789e-10,-2.814586750496417e-05,1.18581154503179e-10,-2.814586750233232e-05,1.18581154503179e-10,-2.814586750233232e-05
1.222463912400934e-10,-2.995978079529549e-05,1.222463912400934e-10,-2.995978079529549e-05,1.222463912400937e-10,-2.995978079287401e-05,1.222463912400937e-10,-2.995978079287401e-05,1.222463912400932e-10,-2.995978079408284e-05,1.222463912400932e-10,-2.995978079408284e-05,1.222463912400933e-10,-2.995978079166413e-05,1.222463912400933e-10,-2.995978079166413e-05,1.222463912400932e-10,-2.995978079469056e-05,1.222463912400932e-10,-2.995978079469056e-05,1.222463912400936e-10,-2.995978079227098e-05,1.222463912400936e-10,-2.995978079227098e-05,1.222463912400931e-10,-2.995978079348037e-05,1.222463912400931e-10,-2.995978079348037e-05,1.222463912400931e-10,-2.995978079105629e-05,1.222463912400931e-10,-2.995978079105629e-05,1.22246391240093e-10,-2.995978079499282e-05,1.22246391240093e-10,-2.995978079499282e-05,1.222463912400927e-10,-2.995978079257267e-05,1.222463912400927e-10,-2.995978079257267e-05,1.222463912400931e-10,-2.995978079378225e-05,1.222463912400931e-10,-2.995978079378225e-05,1.22246391240093e-10,-2.995978079135988e-05,1.22246391240093e-10,-2.995978079135988e-05,1.222463912400931e-10,-2.995978079438815e-05,1.222463912400931e-10,-2.995978079438815e-05,1.222463912400935e-10,-2.99597807919643e-05,1.222463912400935e-10,-2.99597807919643e-05,1.222463912400935e-10,-2.995978079317831e-05,1.222463912400935e-10,-2.995978079317831e-05,1.222463912400936e-10,-2.995978079075671e-05,1.222463912400936e-10,-2.995978079075671e-05
1.240790096085507e-10,-3.106925981062291e-05,1.240790096085507e-10,-3.106925981062291e-05,1.24079009608551e-10,-3.106925980818987e-05,1.24079009608551e-10,-3.106925980818987e-05,1.240790096085506e-10,-3.106925980940815e-05,1.240790096085506e-10,-3.106925980940815e-05,1.240790096085506e-10,-3.106925980697218e-05,1.240790096085506e-10,-3.106925980697218e-05,1.240790096085506e-10,-3.106925981001158e-05,1.240790096085506e-10,-3.106925981001158e-05,1.240790096085509e-10,-3.106925980757915e-05,1.240790096085509e-10,-3.106925980757915e-05,1.240790096085504e-10,-3.106925980879494e-05,1.240790096085504e-10,-3.106925980879494e-05,1.240790096085504e-10,-3.106925980636401e-05,1.240790096085504e-10,-3.106925980636401e-05,1.240790096085503e-10,-3.106925981031869e-05,1.240790096085503e-10,-3.106925981031869e-05,1.2407900960855e-10,-3.10692598078849e-05,1.2407900960855e-10,-3.10692598078849e-05,1.240790096085505e-10,-3.106925980910256e-05,1.240790096085505e-10,-3.106925980910256e-05,1.240790096085502e-10,-3.106925980666743e-05,1.240790096085502e-10,-3.106925980666743e-05,1.240790096085504e-10,-3.106925980970906e-05,1.240790096085504e-10,-3.106925980970906e-05,1.240790096085508e-10,-3.106925980727838e-05,1.240790096085508e-10,-3.106925980727838e-05,1.240790096085509e-10,-3.106925980849127e-05,1.240790096085509e-10,-3.106925980849127e-05,1.240790096085509e-10,-3.106925980605733e-05,1.240790096085509e-10,-3.106925980605733e-05
1.277442463454652e-10,-3.241801275199523e-05,1.277442463454652e-10,-3.241801275199523e-05,1.277442463454657e-10,-3.241801274973378e-05,1.277442463454657e-10,-3.241801274973378e-05,1.277442463454653e-10,-3.241801275086202e-05,1.277442463454653e-10,-3.241801275086202e-05,1.277442463454652e-10,-3.241801274860327e-05,1.277442463454652e-10,-3.241801274860327e-05,1.277442463454653e-10,-3.241801275143338e-05,1.277442463454653e-10,-3.241801275143338e-05,1.277442463454656e-10,-3.241801274917041e-05,1.277442463454656e-10,-3.241801274917041e-05,1.277442463454651e-10,-3.241801275030174e-05,1.277442463454651e-10,-3.241801275030174e-05,1.27744246345465e-10,-3.241801274803699e-05,1.27744246345465e-10,-3.241801274803699e-05,1.27744246345465e-10,-3.241801275171235e-05,1.27744246345465e-10,-3.241801275171235e-05,1.277442463454646e-10,-3.241801274945183e-05,1.277442463454646e-10,-3.241801274945183e-05,1.277442463454652e-10,-3.241801275058065e-05,1.277442463454652e-10,-3.241801275058065e-05,1.277442463454647e-10,-3.241801274832099e-05,1.277442463454647e-10,-3.241801274832099e-05,1.277442463454651e-10,-3.241801275114759e-05,1.277442463454651e-10,-3.241801275114759e-05,1.277442463454655e-10,-3.241801274888309e-05,1.277442463454655e-10,-3.241801274888309e-05,1.277442463454656e-10,-3.241801275001933e-05,1.277442463454656e-10,-3.241801275001933e-05,1.277442463454656e-10,-3.241801274775641e-05,1.277442463454656e-10,-3.241801274775641e-05
1.316378323871323e-10,-3.095582867635076e-05,1.316378323871323e-10,-3.095582867635076e-05,1.31637832387133e-10,-3.095582867408193e-05,1.31637832387133e-10,-3.095582867408193e-05,1.316378323871324e-10,-3.09558286752194e-05,1.316378323871324e-10,-3.09558286752194e-05,1.316378323871324e-10,-3.095582867294968e-05,1.316378323871324e-10,-3.095582867294968e-05,1.316378323871324e-10,-3.095582867578007e-05,1.316378323871324e-10,-3.095582867578007e-05,1.316378323871327e-10,-3.095582867351482e-05,1.316378323871327e-10,-3.095582867351482e-05,1.316378323871325e-10,-3.095582867464701e-05,1.316378323871325e-10,-3.095582867464701e-05,1.316378323871321e-10,-3.095582867238521e-05,1.316378323871321e-10,-3.095582867238521e-05,1.316378323871321e-10,-3.095582867606699e-05,1.316378323871321e-10,-3.095582867606699e-05,1.316378323871318e-10,-3.095582867380192e-05,1.316378323871318e-10,-3.095582867380192e-05,1.316378323871322e-10,-3.095582867493536e-05,1.316378323871322e-10,-3.095582867493536e-05,1.316378323871319e-10,-3.095582867266735e-05,1.316378323871319e-10,-3.095582867266735e-05,1.316378323871321e-10,-3.095582867549968e-05,1.316378323871321e-10,-3.095582867549968e-05,1.316378323871329e-10,-3.095582867323518e-05,1.316378323871329e-10,-3.095582867323518e-05,1.316378323871327e-10,-3.095582867436313e-05,1.316378323871327e-10,-3.095582867436313e-05,1.316378323871327e-10,-3.095582867209912e-05,1.316378323871327e-10,-3.095582867209912e-05
1.347372906986908e-10,-2.323682205792221e-05,1.347372906986908e-10,-2.323682205792221e-05,1.347372906986917e-10,-2.323682205576684e-05,1.347372906986917e-10,-2.323682205576684e-05,1.347372906986909e-10,-2.323682205684236e-05,1.347372906986909e-10,-2.323682205684236e-05,1.347372906986907e-10,-2.323682205469211e-05,1.347372906986907e-10,-2.323682205469211e-05,1.347372906986907e-10,-2.323682205738805e-05,1.347372906986907e-10,-2.323682205738805e-05,1.34737290698691e-10,-2.32368220552309e-05,1.34737290698691e-10,-2.32368220552309e-05,1.347372906986911e-10,-2.323682205630916e-05,1.347372906986911e-10,-2.323682205630916e-05,1.347372906986907e-10,-2.323682205415261e-05,1.347372906986907e-10,-2.323682205415261e-05,1.347372906986909e-10,-2.323682205765411e-05,1.347372906986909e-10,-2.323682205765411e-05,1.347372906986904e-10,-2.323682205550021e-05,1.347372906986904e-10,-2.323682205550021e-05,1.347372906986912e-10,-2.323682205657388e-05,1.347372906986912e-10,-2.323682205657388e-05,1.347372906986906e-10,-2.323682205442339e-05,1.347372906986906e-10,-2.323682205442339e-05,1.347372906986908e-10,-2.323682205711714e-05,1.347372906986908e-10,-2.323682205711714e-05,1.347372906986918e-10,-2.32368220549545e-05,1.347372906986918e-10,-2.32368220549545e-05,1.347372906986913e-10,-2.323682205604071e-05,1.347372906986913e-10,-2.323682205604071e-05,1.347372906986914e-10,-2.32368220538822e-05,1.347372906986914e-10,-2.32368220538822e-05
1.380273700175238e-10,-1.324250874005239e-05,1.380273700175238e-10,-1.324250874005239e-05,1.380273700175246e-10,-1.32425087378386e-05,1.380273700175246e-10,-1.32425087378386e-05,1.38027370017524e-10,-1.324250873894787e-05,1.38027370017524e-10,-1.324250873894787e-05,1.380273700175237e-10,-1.324250873674074e-05,1.380273700175237e-10,-1.324250873674074e-05,1.380273700175238e-10,-1.324250873949655e-05,1.380273700175238e-10,-1.324250873949655e-05,1.380273700175239e-10,-1.324250873728955e-05,1.380273700175239e-10,-1.324250873728955e-05,1.380273700175242e-10,-1.324250873839156e-05,1.380273700175242e-10,-1.324250873839156e-05,1.380273700175238e-10,-1.324250873618767e-05,1.380273700175238e-10,-1.324250873618767e-05,1.380273700175241e-10,-1.324250873977334e-05,1.380273700175241e-10,-1.324250873977334e-05,1.380273700175236e-10,-1.324250873756914e-05,1.380273700175236e-10,-1.324250873756914e-05,1.380273700175243e-10,-1.324250873867157e-05,1.380273700175243e-10,-1.324250873867157e-05,1.380273700175239e-10,-1.324250873646231e-05,1.380273700175239e-10,-1.324250873646231e-05,1.380273700175238e-10,-1.324250873922209e-05,1.380273700175238e-10,-1.324250873922209e-05,1.380273700175248e-10,-1.324250873701646e-05,1.380273700175248e-10,-1.324250873701646e-05,1.380273700175242e-10,-1.324250873811409e-05,1.380273700175242e-10,-1.324250873811409e-05,1.380273700175244e-10,-1.324250873590864e-05,1.380273700175244e-10,-1.324250873590864e-05
1.410884816551178e-10,-3.270758137208205e-06,1.410884816551178e-10,-3.270758137208205e-06,1.410884816551188e-10,-3.270758135086751e-06,1.410884816551188e-10,-3.270758135086751e-06,1.41088481655118e-10,-3.270758136144537e-06,1.41088481655118e-10,-3.270758136144537e-06,1.410884816551177e-10,-3.270758134024529e-06,1.410884816551177e-10,-3.270758134024529e-06,1.410884816551178e-10,-3.270758136680109e-06,1.410884816551178e-10,-3.270758136680109e-06,1.41088481655118e-10,-3.27075813455814e-06,1.41088481655118e-10,-3.27075813455814e-06,1.410884816551182e-10,-3.270758135618986e-06,1.410884816551182e-10,-3.270758135618986e-06,1.410884816551179e-10,-3.270758133494738e-06,1.410884816551179e-10,-3.270758133494738e-06,1.410884816551181e-10,-3.270758136943211e-06,1.410884816551181e-10,-3.270758136943211e-06,1.410884816551176e-10,-3.270758134823215e-06,1.410884816551176e-10,-3.270758134823215e-06,1.410884816551184e-10,-3.270758135879981e-06,1.410884816551184e-10,-3.270758135879981e-06,1.410884816551178e-10,-3.270758133761299e-06,1.410884816551178e-10,-3.270758133761299e-06,1.410884816551179e-10,-3.270758136414634e-06,1.410884816551179e-10,-3.270758136414634e-06,1.410884816551189e-10,-3.270758134283353e-06,1.410884816551189e-10,-3.270758134283353e-06,1.410884816551184e-10,-3.270758135355043e-06,1.410884816551184e-10,-3.270758135355043e-06,1.410884816551185e-10,-3.270758133229304e-06,1.410884816551185e-10,-3.270758133229304e-06
1.454769295859137e-10,9.067426962738789e-07,1.454769295859137e-10,9.067426962738789e-07,1.454769295859152e-10,9.067426984700923e-07,1.454769295859152e-10,9.067426984700923e-07,1.454769295859141e-10,9.067426973680357e-07,1.454769295859141e-10,9.067426973680357e-07,1.454769295859137e-10,9.067426995622015e-07,1.454769295859137e-10,9.067426995622015e-07,1.454769295859136e-10,9.067426968243274e-07,1.454769295859136e-10,9.067426968243274e-07,1.454769295859138e-10,9.067426990172572e-07,1.454769295859138e-10,9.067426990172572e-07,1.454769295859149e-10,9.067426979223583e-07,1.454769295859149e-10,9.067426979223583e-07,1.454769295859136e-10,9.067427001106919e-07,1.454769295859136e-10,9.067427001106919e-07,1.454769295859138e-10,9.067426965480408e-07,1.454769295859138e-10,9.067426965480408e-07,1.454769295859129e-10,9.067426987421318e-07,1.454769295859129e-10,9.067426987421318e-07,1.454769295859147e-10,9.067426976436397e-07,1.454769295859147e-10,9.067426976436397e-07,1.454769295859137e-10,9.067426998388931e-07,1.454769295859137e-10,9.067426998388931e-07,1.454769295859135e-10,9.067426970987136e-07,1.454769295859135e-10,9.067426970987136e-07,1.454769295859158e-10,9.0674269928582e-07,1.454769295859158e-10,9.0674269928582e-07,1.454769295859145e-10,9.067426981976377e-07,1.454769295859145e-10,9.067426981976377e-07,1.454769295859152e-10,9.067427003887287e-07,1.454769295859152e-10,9.067427003887287e-07
1.489075415607388e-10,2.553075721104481e-06,1.489075415607388e-10,2.553075721104481e-06,1.489075415607399e-10,2.553075723223789e-06,1.489075415607399e-10,2.553075723223789e-06,1.489075415607391e-10,2.553075722167627e-06,1.489075415607391e-10,2.553075722167627e-06,1.489075415607388e-10,2.553075724287945e-06,1.489075415607388e-10,2.553075724287945e-06,1.489075415607387e-10,2.55307572163017e-06,1.489075415607387e-10,2.55307572163017e-06,1.489075415607388e-10,2.553075723753226e-06,1.489075415607388e-10,2.553075723753226e-06,1.489075415607399e-10,2.553075722691771e-06,1.489075415607399e-10,2.553075722691771e-06,1.489075415607387e-10,2.553075724817318e-06,1.489075415607387e-10,2.553075724817318e-06,1.489075415607388e-10,2.553075721367982e-06,1.489075415607388e-10,2.553075721367982e-06,1.489075415607381e-10,2.553075723487457e-06,1.489075415607381e-10,2.553075723487457e-06,1.489075415607397e-10,2.553075722430444e-06,1.489075415607397e-10,2.553075722430444e-06,1.489075415607387e-10,2.553075724548821e-06,1.489075415607387e-10,2.553075724548821e-06,1.489075415607386e-10,2.553075721895278e-06,1.489075415607386e-10,2.553075721895278e-06,1.489075415607404e-10,2.5530757240267e-06,1.489075415607404e-10,2.5530757240267e-06,1.489075415607393e-10,2.553075722954668e-06,1.489075415607393e-10,2.553075722954668e-06,1.489075415607401e-10,2.553075725081274e-06,1.489075415607401e-10,2.553075725081274e-06
1.523967695879893e-10,1.791281802685849e-06,1.523967695879893e-10,1.791281802685849e-06,1.523967695879906e-10,1.791281804890405e-06,1.523967695879906e-10,1.791281804890405e-06,1.523967695879895e-10,1.791281803783835e-06,1.523967695879895e-10,1.791281803783835e-06,1.523967695879893e-10,1.791281805987125e-06,1.523967695879893e-10,1.791281805987125e-06,1.523967695879892e-10,1.791281803239467e-06,1.523967695879892e-10,1.791281803239467e-06,1.523967695879893e-10,1.791281805440491e-06,1.523967695879893e-10,1.791281805440491e-06,1.523967695879905e-10,1.791281804342292e-06,1.523967695879905e-10,1.791281804342292e-06,1.523967695879891e-10,1.791281806539562e-06,1.523967695879891e-10,1.791281806539562e-06,1.523967695879893e-10,1.791281802962215e-06,1.523967695879893e-10,1.791281802962215e-06,1.523967695879886e-10,1.791281805165058e-06,1.523967695879886e-10,1.791281805165058e-06,1.523967695879903e-10,1.791281804062301e-06,1.523967695879903e-10,1.791281804062301e-06,1.523967695879893e-10,1.791281806265795e-06,1.523967695879893e-10,1.791281806265795e-06,1.523967695879891e-10,1.791281803515862e-06,1.523967695879891e-10,1.791281803515862e-06,1.523967695879914e-10,1.791281805708066e-06,1.523967695879914e-10,1.791281805708066e-06,1.5239676958799e-10,1.791281804618097e-06,1.5239676958799e-10,1.791281804618097e-06,1.523967695879908e-10,1.791281806816554e-06,1.523967695879908e-10,1.791281806816554e-06
1.567756476526374e-10,2.94492149619458e-06,1.567756476526374e-10,2.94492149619458e-06,1.567756476526393e-10,2.944921498328185e-06,1.567756476526393e-10,2.944921498328185e-06,1.567756476526379e-10,2.944921497265815e-06,1.567756476526379e-10,2.944921497265815e-06,1.567756476526374e-10,2.944921499399971e-06,1.567756476526374e-10,2.944921499399971e-06,1.567756476526368e-10,2.944921496725582e-06,1.567756476526368e-10,2.944921496725582e-06,1.567756476526373e-10,2.944921498863132e-06,1.567756476526373e-10,2.944921498863132e-06,1.56775647652639e-10,2.944921497792374e-06,1.56775647652639e-10,2.944921497792374e-06,1.567756476526371e-10,2.944921499933291e-06,1.567756476526371e-10,2.944921499933291e-06,1.567756476526371e-10,2.9449214964601e-06,1.567756476526371e-10,2.9449214964601e-06,1.56775647652636e-10,2.944921498596218e-06,1.56775647652636e-10,2.944921498596218e-06,1.567756476526387e-10,2.944921497530236e-06,1.567756476526387e-10,2.944921497530236e-06,1.56775647652637e-10,2.944921499663536e-06,1.56775647652637e-10,2.944921499663536e-06,1.567756476526368e-10,2.944921496990771e-06,1.567756476526368e-10,2.944921496990771e-06,1.567756476526399e-10,2.94492149913808e-06,1.567756476526399e-10,2.94492149913808e-06,1.567756476526378e-10,2.944921498058441e-06,1.567756476526378e-10,2.944921498058441e-06,1.567756476526391e-10,2.944921500198516e-06,1.567756476526391e-10,2.944921500198516e-06
1.655334037819336e-10,2.087813852846296e-06,1.655334037819336e-10,2.087813852846296e-06,1.655334037819367e-10,2.087813855080597e-06,1.655334037819367e-10,2.087813855080597e-06,1.655334037819347e-10,2.087813853959178e-06,1.655334037819347e-10,2.087813853959178e-06,1.655334037819336e-10,2.087813856192188e-06,1.655334037819336e-10,2.087813856192188e-06,1.65533403781932e-10,2.087813853407111e-06,1.65533403781932e-10,2.087813853407111e-06,1.655334037819331e-10,2.087813855637837e-06,1.655334037819331e-10,2.087813855637837e-06,1.65533403781936e-10,2.087813854524079e-06,1.65533403781936e-10,2.087813854524079e-06,1.65533403781933e-10,2.087813856751098e-06,1.65533403781933e-10,2.087813856751098e-06,1.655334037819327e-10,2.087813853126891e-06,1.655334037819327e-10,2.087813853126891e-06,1.655334037819309e-10,2.087813855358495e-06,1.655334037819309e-10,2.087813855358495e-06,1.655334037819354e-10,2.087813854240831e-06,1.655334037819354e-10,2.087813854240831e-06,1.655334037819324e-10,2.087813856475311e-06,1.655334037819324e-10,2.087813856475311e-06,1.655334037819322e-10,2.087813853687502e-06,1.655334037819322e-10,2.087813853687502e-06,1.65533403781937e-10,2.087813855908788e-06,1.65533403781937e-10,2.087813855908788e-06,1.655334037819334e-10,2.087813854804212e-06,1.655334037819334e-10,2.087813854804212e-06,1.655334037819357e-10,2.08781385703265e-06,1.655334037819357e-10,2.08781385703265e-06
